Timestamp,language,problem
10/25/2022 14:08:26,Python,Substitution
10/25/2022 14:35:45,Python,Speller
10/25/2022 14:41:53,Python,DNA
10/25/2022 15:07:55,Python,Speller
10/25/2022 15:14:19,Python,Filter
10/25/2022 15:43:20,Python,Hello
10/25/2022 15:47:30,Python,Speller
10/25/2022 16:03:18,Python,DNA
10/25/2022 16:24:46,Scratch,Mario
10/25/2022 16:26:19,Python,Readability
10/25/2022 17:14:21,Scratch,Scratch
10/25/2022 18:30:43,Python,Runoff
10/25/2022 19:34:33,Python,Hello
10/25/2022 20:00:46,Python,Cash
10/25/2022 20:03:54,Python,Caesar
10/25/2022 20:32:13,Python,Readability
10/25/2022 21:19:34,Python,Runoff
10/25/2022 21:26:53,Python,Readability
10/25/2022 22:22:26,C,Wordle50
10/25/2022 22:39:07,Python,Speller
10/25/2022 23:05:56,Scratch,Scratch
10/26/2022 0:10:39,Python,Bulbs
10/26/2022 0:14:47,Python,Filter
10/26/2022 0:24:33,Python,Mario
10/26/2022 0:36:19,Python,Mario
10/26/2022 1:06:26,Python,Mario
10/26/2022 1:35:21,Scratch,Scratch
10/26/2022 1:45:48,C,Hello
10/26/2022 2:17:54,Python,Mario
10/26/2022 2:55:07,Python,Readability
10/26/2022 3:05:29,C,Credit
10/26/2022 4:18:40,C,Bulbs
10/26/2022 5:32:17,Python,Credit
10/26/2022 5:45:06,Python,Tideman
10/26/2022 5:53:27,Python,Reverse
10/26/2022 7:19:25,Python,DNA
10/26/2022 8:10:24,Scratch,Scratch
10/26/2022 8:55:36,Python,Hello
10/26/2022 8:57:49,C,Mario
10/26/2022 9:54:41,C,Mario
10/26/2022 10:04:57,C,Tideman
10/26/2022 10:13:12,C,Cash
10/26/2022 10:37:31,Python,DNA
10/26/2022 10:51:45,Python,Filter
10/26/2022 11:15:56,C,Reverse
10/26/2022 11:19:57,C,Credit
10/26/2022 11:33:03,Scratch,Readability
10/26/2022 11:57:36,Python,Substitution
10/26/2022 11:58:32,Python,Substitution
10/26/2022 12:01:22,C,Credit
10/26/2022 13:03:55,Python,Mario
10/26/2022 13:40:21,C,Recover
10/26/2022 13:48:56,Python,Runoff
10/26/2022 13:53:01,Python,Caesar
10/26/2022 15:15:13,Python,Hello
10/26/2022 15:18:32,Python,Filter
10/26/2022 15:29:25,Python,Hello
10/26/2022 15:45:22,Python,Wordle50
10/26/2022 15:47:35,Python,DNA
10/26/2022 16:13:06,Python,Readability
10/26/2022 17:18:39,C,Readability
10/26/2022 18:45:36,Python,Bulbs
10/26/2022 18:49:26,Python,Recover
10/26/2022 20:56:40,Python,Mario
10/26/2022 20:57:42,Python,Wordle50
10/26/2022 21:18:22,C,Readability
10/26/2022 22:18:44,Python,Mario
10/26/2022 22:24:30,Python,Mario
10/27/2022 1:01:02,C,Speller
10/27/2022 3:24:56,Python,Hello
10/27/2022 4:49:04,Python,Cash
10/27/2022 5:12:06,C,DNA
10/27/2022 5:49:34,Python,Mario
10/27/2022 8:16:51,Python,Plurality
10/27/2022 8:41:29,C,Credit
10/27/2022 9:32:39,Python,Scratch
10/27/2022 10:47:33,Python,Readability
10/27/2022 11:13:22,C,Mario
10/27/2022 11:24:01,Python,Mario
10/27/2022 11:35:30,Python,Bulbs
10/27/2022 12:23:36,Python,Mario
10/27/2022 12:42:39,Python,Filter
10/27/2022 12:57:45,Python,Recover
10/27/2022 12:58:38,Python,Readability
10/27/2022 13:50:00,Python,Mario
10/27/2022 14:41:13,Python,Mario
10/27/2022 14:42:06,Scratch,Mario
10/27/2022 14:48:16,Python,DNA
10/27/2022 14:50:54,Python,Wordle50
10/27/2022 19:58:48,Scratch,Credit
10/28/2022 0:09:19,Python,Filter
10/28/2022 1:05:04,C,Mario
10/28/2022 1:26:46,Python,Cash
10/28/2022 1:55:46,Python,Scratch
10/28/2022 3:45:39,Python,Filter
10/28/2022 4:49:17,Python,DNA
10/28/2022 4:59:23,Python,DNA
10/28/2022 5:09:51,Python,Scratch
10/28/2022 5:58:33,C,Hello
10/28/2022 7:03:46,C,Mario
10/28/2022 7:38:58,Python,Recover
10/28/2022 7:47:49,Scratch,Hello
10/28/2022 9:31:38,Python,Mario
10/28/2022 9:51:04,Python,Plurality
10/28/2022 10:17:49,Python,DNA
10/28/2022 10:28:45,Scratch,Cash
10/28/2022 10:34:22,Python,Mario
10/28/2022 12:13:40,Python,Mario
10/28/2022 12:14:31,Python,Filter
10/28/2022 13:39:07,Python,Hello
10/28/2022 13:47:40,Python,Filter
10/28/2022 17:08:54,Python,Mario
10/28/2022 19:04:41,Python,Credit
10/28/2022 23:38:41,Python,Hello
10/29/2022 1:37:06,Python,Filter
10/29/2022 1:43:26,Python,Wordle50
10/29/2022 2:31:04,Python,Tideman
10/29/2022 4:05:13,C,Caesar
10/29/2022 4:52:48,Python,Filter
10/29/2022 6:00:29,Python,Mario
10/29/2022 6:08:04,Python,DNA
10/29/2022 6:11:51,Python,DNA
10/29/2022 6:29:07,Python,Hello
10/29/2022 9:12:47,Python,Hello
10/29/2022 9:26:33,C,Hello
10/29/2022 11:49:44,C,Caesar
10/29/2022 12:16:43,C,Cash
10/29/2022 12:20:11,C,Mario
10/29/2022 12:34:15,Python,Mario
10/29/2022 13:05:25,Python,Speller
10/29/2022 15:10:37,Python,Filter
10/29/2022 21:20:48,Python,Scratch
10/29/2022 22:09:30,Python,DNA
10/30/2022 2:09:36,Python,Bulbs
10/30/2022 2:09:39,Python,Bulbs
10/30/2022 3:02:03,Python,Bulbs
10/30/2022 3:34:53,Python,Recover
10/30/2022 4:26:58,C,Mario
10/30/2022 4:40:19,Python,Cash
10/30/2022 5:55:40,Python,DNA
10/30/2022 5:57:03,Python,DNA
10/30/2022 6:39:06,Python,Hello
10/30/2022 7:55:14,Python,DNA
10/30/2022 8:34:23,Python,Mario
10/30/2022 10:32:15,Python,Readability
10/30/2022 10:46:35,Scratch,Scratch
10/30/2022 11:29:07,Python,Wordle50
10/30/2022 12:24:51,Python,Hello
10/30/2022 13:13:57,Python,Caesar
10/30/2022 13:39:34,Python,Readability
10/30/2022 14:18:22,Python,Mario
10/30/2022 14:18:33,Scratch,Mario
10/30/2022 16:14:40,Python,Bulbs
10/30/2022 16:37:18,Python,Wordle50
10/31/2022 1:26:31,Python,Tideman
10/31/2022 5:18:53,Python,Hello
10/31/2022 6:03:05,C,Tideman
10/31/2022 6:09:26,Python,Tideman
10/31/2022 7:05:43,C,DNA
10/31/2022 7:57:22,C,Wordle50
10/31/2022 8:32:05,Scratch,Scratch
10/31/2022 8:37:55,C,DNA
10/31/2022 9:05:06,Python,Mario
10/31/2022 10:07:46,Python,Credit
10/31/2022 11:24:01,Python,Bulbs
10/31/2022 12:46:54,C,DNA
10/31/2022 13:51:17,Python,Hello
10/31/2022 15:15:40,Python,DNA
10/31/2022 17:56:46,C,Speller
11/1/2022 0:42:21,Python,Scratch
11/1/2022 4:04:25,Python,DNA
11/1/2022 5:35:42,Python,Readability
11/1/2022 7:03:22,C,Caesar
11/1/2022 8:27:28,Python,Mario
11/1/2022 11:02:17,Python,Credit
11/1/2022 11:39:29,Python,Readability
11/1/2022 12:45:54,Python,Hello
11/1/2022 13:03:38,Python,DNA
11/1/2022 18:28:02,Scratch,Cash
11/1/2022 18:43:53,Python,Credit
11/1/2022 23:03:42,Python,DNA
11/2/2022 2:43:46,Python,Caesar
11/2/2022 3:17:44,C,Speller
11/2/2022 5:08:11,Python,DNA
11/2/2022 5:30:04,Python,DNA
11/2/2022 7:18:43,Python,Cash
11/2/2022 8:42:35,C,DNA
11/2/2022 8:57:39,Python,Credit
11/2/2022 8:58:36,Python,Hello
11/2/2022 9:14:12,Python,DNA
11/2/2022 9:52:24,C,Speller
11/2/2022 12:13:46,Python,Credit
11/2/2022 12:42:08,C,Substitution
11/2/2022 13:08:45,Python,Cash
11/2/2022 14:00:05,C,Filter
11/2/2022 14:11:35,Python,Recover
11/2/2022 14:30:11,C,Filter
11/2/2022 16:02:22,C,DNA
11/2/2022 17:42:46,Python,Cash
11/2/2022 18:28:16,C,Readability
11/3/2022 0:07:57,C,Speller
11/3/2022 1:12:18,Python,Mario
11/3/2022 2:26:11,Python,Recover
11/3/2022 5:50:10,Python,DNA
11/3/2022 5:52:13,Python,Hello
11/3/2022 6:31:14,C,Readability
11/3/2022 8:53:58,C,Mario
11/3/2022 10:10:19,Python,Recover
11/3/2022 10:16:41,Python,Recover
11/3/2022 11:26:37,Scratch,Wordle50
11/3/2022 11:26:38,Python,DNA
11/3/2022 12:06:33,C,Hello
11/3/2022 13:30:48,Python,Mario
11/3/2022 15:34:57,Python,Speller
11/3/2022 17:31:27,Python,Wordle50
11/3/2022 18:47:43,C,Speller
11/3/2022 20:35:26,Python,Wordle50
11/3/2022 20:35:33,Scratch,Wordle50
11/3/2022 23:03:16,Python,Mario
11/4/2022 1:15:20,Python,Speller
11/4/2022 2:10:39,Python,Readability
11/4/2022 2:27:31,Python,Speller
11/4/2022 2:36:44,Python,Hello
11/4/2022 2:42:04,Python,Hello
11/4/2022 2:49:20,Python,Caesar
11/4/2022 6:36:08,Python,DNA
11/4/2022 9:25:05,Python,Filter
11/4/2022 13:01:05,C,Reverse
11/4/2022 13:08:54,Python,Speller
11/4/2022 14:06:10,Python,DNA
11/4/2022 14:12:05,Python,DNA
11/4/2022 15:19:00,Python,Readability
11/4/2022 17:53:35,Python,Caesar
11/5/2022 5:32:22,Python,Hello
11/5/2022 5:59:24,Python,Scratch
11/5/2022 7:07:44,Python,Speller
11/5/2022 7:20:29,C,Recover
11/5/2022 8:23:00,Python,Mario
11/5/2022 8:58:15,Python,Mario
11/5/2022 9:08:57,Python,Mario
11/5/2022 10:49:37,Python,Recover
11/5/2022 13:38:38,Python,Cash
11/5/2022 14:43:30,Python,Readability
11/5/2022 18:15:14,C,DNA
11/5/2022 19:25:57,Python,Filter
11/5/2022 19:32:56,Python,Substitution
11/5/2022 21:30:01,Python,Runoff
11/5/2022 21:41:29,C,Filter
11/5/2022 23:38:27,Python,Speller
11/6/2022 0:09:53,Python,Mario
11/6/2022 2:29:31,Python,Scratch
11/6/2022 3:12:19,Python,DNA
11/6/2022 8:57:30,Python,Speller
11/6/2022 10:54:00,Python,Readability
11/6/2022 12:14:42,C,Plurality
11/6/2022 12:29:34,C,DNA
11/6/2022 13:00:10,Python,Readability
11/6/2022 13:27:22,Python,Caesar
11/6/2022 15:21:33,Python,Scratch
11/6/2022 16:00:32,C,Wordle50
11/6/2022 16:13:00,Python,Mario
11/6/2022 16:17:01,Python,Mario
11/6/2022 21:20:40,Python,Mario
11/6/2022 21:57:21,Python,DNA
11/6/2022 23:46:40,Python,DNA
11/7/2022 0:23:05,Python,Tideman
11/7/2022 1:17:28,Python,Mario
11/7/2022 1:45:03,Python,DNA
11/7/2022 3:18:13,C,Mario
11/7/2022 3:20:11,Python,Recover
11/7/2022 3:36:28,C,Reverse
11/7/2022 3:56:20,C,Filter
11/7/2022 5:05:05,Python,Runoff
11/7/2022 5:39:08,Python,Hello
11/7/2022 7:38:12,Python,Runoff
11/7/2022 9:58:32,Python,Hello
11/7/2022 10:09:14,Python,Caesar
11/7/2022 11:28:48,Python,Readability
11/7/2022 11:36:54,C,Speller
11/7/2022 11:42:30,C,Recover
11/7/2022 15:20:53,Python,Readability
11/7/2022 16:21:49,Python,DNA
11/7/2022 17:00:01,C,Hello
11/7/2022 17:44:33,Scratch,Filter
11/7/2022 19:52:13,Python,Caesar
11/7/2022 20:30:52,Python,Hello
11/7/2022 22:03:40,Python,Mario
11/8/2022 2:13:59,Python,Filter
11/8/2022 2:33:37,Python,Hello
11/8/2022 4:18:48,Python,Hello
11/8/2022 4:26:29,Python,Mario
11/8/2022 6:23:20,Python,Mario
11/8/2022 7:18:38,Python,Mario
11/8/2022 7:26:46,C,Hello
11/8/2022 9:08:16,Python,Filter
11/8/2022 10:06:58,Python,Scratch
11/8/2022 11:14:16,Python,Hello
11/8/2022 11:31:43,Python,Substitution
11/8/2022 12:10:30,Python,DNA
11/8/2022 12:10:54,Python,DNA
11/8/2022 12:44:44,C,Mario
11/8/2022 12:46:15,C,Mario
11/8/2022 14:52:08,C,Cash
11/8/2022 14:53:31,Python,DNA
11/8/2022 16:14:01,C,Mario
11/8/2022 16:49:45,C,Filter
11/8/2022 18:18:20,C,Caesar
11/8/2022 19:31:38,Scratch,Hello
11/8/2022 21:56:13,Python,DNA
11/8/2022 22:13:13,C,Scratch
11/9/2022 3:24:30,Scratch,Reverse
11/9/2022 4:25:00,Python,Readability
11/9/2022 4:48:34,C,Speller
11/9/2022 5:59:30,C,Wordle50
11/9/2022 6:02:31,C,Cash
11/9/2022 7:06:15,Python,Credit
11/9/2022 8:33:17,Python,Cash
11/9/2022 8:57:48,Python,DNA
11/9/2022 9:12:46,Python,DNA
11/9/2022 9:28:46,C,Filter
11/9/2022 9:30:22,Python,Filter
11/9/2022 9:53:24,Python,Hello
11/9/2022 11:34:47,Python,DNA
11/9/2022 13:59:21,Python,Tideman
11/9/2022 15:16:35,Python,Speller
11/9/2022 17:18:44,Python,Mario
11/9/2022 20:51:18,Python,Cash
11/9/2022 21:30:59,Python,DNA
11/10/2022 2:06:29,Python,Filter
11/10/2022 2:37:55,Python,Credit
11/10/2022 2:39:37,C,Filter
11/10/2022 3:44:00,Python,Recover
11/10/2022 4:41:56,Python,Hello
11/10/2022 5:11:18,Python,Plurality
11/10/2022 5:58:26,Python,Mario
11/10/2022 8:00:37,C,Substitution
11/10/2022 8:21:16,Python,Reverse
11/10/2022 8:55:14,Python,Tideman
11/10/2022 9:09:21,C,Hello
11/10/2022 9:16:54,C,Mario
11/10/2022 10:01:09,Python,Caesar
11/10/2022 10:05:05,Python,Mario
11/10/2022 10:27:52,Python,Speller
11/10/2022 11:56:00,Python,Hello
11/10/2022 13:59:05,C,Cash
11/10/2022 14:02:03,C,Mario
11/10/2022 15:34:44,Python,DNA
11/10/2022 17:24:14,Python,Hello
11/10/2022 17:50:55,Python,Mario
11/11/2022 2:09:56,Python,Mario
11/11/2022 5:10:28,Python,DNA
11/11/2022 5:22:42,Python,Reverse
11/11/2022 9:24:25,Python,DNA
11/11/2022 10:21:11,Python,Speller
11/11/2022 10:46:12,Python,Runoff
11/11/2022 12:29:53,Python,Readability
11/11/2022 12:33:50,C,Mario
11/11/2022 14:20:23,Python,Reverse
11/11/2022 14:27:21,Python,Filter
11/11/2022 20:34:07,Python,Filter
11/12/2022 2:24:04,C,Reverse
11/12/2022 5:55:55,Python,Filter
11/12/2022 6:31:45,C,Speller
11/12/2022 7:01:26,C,Mario
11/12/2022 7:43:18,Python,Recover
11/12/2022 8:44:47,Python,Speller
11/12/2022 11:36:42,Python,Runoff
11/12/2022 13:17:17,Python,Speller
11/12/2022 15:21:37,Python,Mario
11/12/2022 15:39:13,C,Filter
11/12/2022 16:47:27,Python,DNA
11/13/2022 0:57:44,C,Hello
11/13/2022 2:00:30,Python,DNA
11/13/2022 2:28:13,C,Hello
11/13/2022 2:30:05,Python,DNA
11/13/2022 4:42:17,Python,DNA
11/13/2022 6:49:44,Python,Speller
11/13/2022 8:29:08,Python,Mario
11/13/2022 10:07:22,Scratch,DNA
11/13/2022 23:18:46,Python,Hello
11/14/2022 2:49:17,Python,Hello
11/14/2022 7:05:27,Python,Speller
11/14/2022 7:45:11,Python,Hello
11/14/2022 10:42:51,Python,Caesar
11/14/2022 11:34:49,C,Speller
11/14/2022 12:16:44,Python,Hello
11/14/2022 14:22:16,Python,Speller
11/14/2022 14:55:00,Python,Filter
11/14/2022 15:13:56,Python,Caesar
11/14/2022 18:36:36,Scratch,Scratch
11/15/2022 3:10:44,Python,DNA
11/15/2022 3:55:40,C,Mario
11/15/2022 7:29:28,Python,Tideman
11/15/2022 8:34:19,C,Mario
11/15/2022 9:25:18,Python,DNA
11/15/2022 11:06:50,C,Cash
11/15/2022 13:10:34,Python,Hello
11/15/2022 13:13:19,Python,Hello
11/15/2022 13:18:46,Python,Recover
11/15/2022 14:10:26,Python,Filter
11/15/2022 16:12:07,Python,Recover
11/15/2022 16:45:28,Python,Cash
11/15/2022 18:06:33,C,Hello
11/15/2022 18:23:51,Python,DNA
11/15/2022 22:28:56,Python,Runoff
11/16/2022 2:30:36,Scratch,DNA
11/16/2022 3:30:48,Python,Recover
11/16/2022 4:29:50,Python,Hello
11/16/2022 5:41:24,Python,Mario
11/16/2022 7:33:33,C,Hello
11/16/2022 7:42:02,Python,DNA
11/16/2022 8:35:14,C,Filter
11/16/2022 8:46:58,C,Filter
11/16/2022 9:23:52,Python,Caesar
11/16/2022 9:39:19,Python,Filter
11/16/2022 9:50:36,Python,Cash
11/16/2022 10:23:24,Python,Readability
11/16/2022 13:25:54,Python,DNA
11/16/2022 15:33:48,C,Filter
11/16/2022 15:39:15,Python,DNA
11/16/2022 18:34:35,Python,Mario
11/16/2022 21:06:23,C,Tideman
11/17/2022 0:16:51,Scratch,Hello
11/17/2022 3:57:16,C,Reverse
11/17/2022 5:23:52,Python,Runoff
11/17/2022 5:32:51,Python,Hello
11/17/2022 6:45:53,C,Tideman
11/17/2022 10:02:09,Python,Plurality
11/17/2022 10:46:07,C,DNA
11/17/2022 14:59:54,Python,DNA
11/17/2022 17:08:39,Python,Caesar
11/17/2022 19:55:54,Python,Scratch
11/17/2022 21:20:46,Python,Mario
11/17/2022 21:25:25,C,Tideman
11/17/2022 22:16:18,C,Recover
11/17/2022 22:22:55,C,Caesar
11/17/2022 23:02:50,Python,Readability
11/17/2022 23:57:52,Python,Speller
11/18/2022 0:29:12,Python,Mario
11/18/2022 5:33:31,Python,Mario
11/18/2022 7:33:49,Scratch,Scratch
11/18/2022 7:51:58,C,Readability
11/18/2022 8:55:43,Python,Mario
11/18/2022 10:04:52,C,Caesar
11/18/2022 10:08:48,C,Readability
11/18/2022 10:32:58,Python,DNA
11/18/2022 11:56:11,Python,Recover
11/18/2022 12:03:07,C,Reverse
11/18/2022 15:31:21,Python,Mario
11/18/2022 15:31:29,Python,Credit
11/18/2022 19:21:49,Python,Hello
11/18/2022 22:38:58,Python,Runoff
11/19/2022 0:03:26,Python,Filter
11/19/2022 1:14:50,Python,Readability
11/19/2022 1:17:33,Python,Credit
11/19/2022 1:22:10,Python,Readability
11/19/2022 2:17:53,C,Mario
11/19/2022 4:34:46,Python,Recover
11/19/2022 8:05:48,Python,Credit
11/19/2022 8:07:10,Python,DNA
11/19/2022 8:16:02,Python,Cash
11/19/2022 9:04:57,Python,Tideman
11/19/2022 10:30:59,Python,Bulbs
11/19/2022 11:35:42,Python,Hello
11/19/2022 11:48:12,Python,Wordle50
11/19/2022 19:41:10,C,Filter
11/19/2022 22:57:46,Python,Mario
11/19/2022 23:03:33,Python,Reverse
11/20/2022 2:12:41,Python,Cash
11/20/2022 2:31:02,C,Mario
11/20/2022 8:12:24,C,Readability
11/20/2022 10:20:33,Python,Substitution
11/20/2022 10:31:38,Python,Hello
11/20/2022 10:32:26,Python,Hello
11/20/2022 11:18:05,Python,Credit
11/20/2022 12:46:38,Scratch,Hello
11/20/2022 12:55:03,Python,DNA
11/20/2022 14:15:44,Python,Substitution
11/20/2022 14:16:27,C,Tideman
11/20/2022 14:47:43,Python,Readability
11/20/2022 16:44:34,C,Mario
11/20/2022 18:35:04,C,Readability
11/20/2022 19:15:08,Python,Credit
11/20/2022 22:15:56,Python,Mario
11/20/2022 23:06:51,Python,Recover
11/21/2022 2:54:45,C,Recover
11/21/2022 2:57:25,Python,Filter
11/21/2022 3:59:03,C,Tideman
11/21/2022 4:08:47,Python,Scratch
11/21/2022 4:26:53,Scratch,Hello
11/21/2022 8:26:12,Python,Caesar
11/21/2022 8:51:46,C,Recover
11/21/2022 9:50:15,Python,Filter
11/21/2022 10:52:47,C,Cash
11/21/2022 11:08:36,Python,Mario
11/21/2022 12:28:43,Python,Plurality
11/21/2022 12:47:05,C,Substitution
11/21/2022 16:09:59,Python,Substitution
11/21/2022 17:01:05,C,Recover
11/21/2022 17:35:26,Python,DNA
11/21/2022 17:44:39,Scratch,DNA
11/21/2022 18:16:25,Python,Filter
11/21/2022 18:33:42,Python,Speller
11/21/2022 19:01:46,C,Credit
11/21/2022 23:12:30,C,Tideman
11/22/2022 1:12:29,C,Speller
11/22/2022 1:34:40,Scratch,Hello
11/22/2022 4:24:35,Scratch,DNA
11/22/2022 4:25:04,Scratch,DNA
11/22/2022 4:30:45,Scratch,Filter
11/22/2022 4:30:57,C,Reverse
11/22/2022 4:35:31,Scratch,Wordle50
11/22/2022 4:36:23,Scratch,Filter
11/22/2022 5:16:38,C,Caesar
11/22/2022 5:18:19,Scratch,Plurality
11/22/2022 6:26:01,Python,DNA
11/22/2022 7:09:13,Python,Credit
11/22/2022 7:49:11,C,Filter
11/22/2022 9:22:17,C,DNA
11/22/2022 9:43:40,Python,DNA
11/22/2022 9:45:31,C,Mario
11/22/2022 10:27:52,C,Mario
11/22/2022 10:29:54,C,Mario
11/22/2022 11:35:04,Python,Mario
11/22/2022 13:04:58,C,Speller
11/22/2022 15:36:00,Python,DNA
11/22/2022 20:42:45,Python,Wordle50
11/22/2022 21:11:12,Python,Runoff
11/23/2022 0:56:24,Python,Wordle50
11/23/2022 2:05:42,Python,DNA
11/23/2022 3:00:49,Python,Speller
11/23/2022 5:23:18,Python,DNA
11/23/2022 7:36:16,Python,Caesar
11/23/2022 8:26:57,Python,Mario
11/23/2022 8:44:56,C,Caesar
11/23/2022 8:52:12,Python,Hello
11/23/2022 8:53:01,C,Credit
11/23/2022 9:30:41,Python,Bulbs
11/23/2022 9:43:32,Python,Readability
11/23/2022 10:47:13,Scratch,Scratch
11/23/2022 11:49:56,C,Filter
11/23/2022 11:58:24,Python,Filter
11/23/2022 12:01:13,Python,Mario
11/23/2022 12:09:43,Python,Recover
11/23/2022 12:14:18,Scratch,Filter
11/23/2022 13:01:29,Python,Mario
11/23/2022 15:23:23,Python,Readability
11/23/2022 20:02:06,Python,Filter
11/23/2022 20:13:33,Python,Hello
11/24/2022 0:14:08,Python,Mario
11/24/2022 0:22:22,Python,Speller
11/24/2022 1:52:32,C,Cash
11/24/2022 3:45:45,Python,Scratch
11/24/2022 5:37:08,C,Filter
11/24/2022 5:46:09,C,Readability
11/24/2022 6:04:13,Python,Bulbs
11/24/2022 10:26:18,Python,Credit
11/24/2022 13:13:18,C,Caesar
11/24/2022 14:35:04,C,Readability
11/24/2022 17:55:10,Python,Caesar
11/24/2022 18:56:30,Python,Filter
11/24/2022 21:33:04,Python,Cash
11/25/2022 0:31:59,Python,DNA
11/25/2022 3:37:44,Python,DNA
11/25/2022 4:44:32,C,Filter
11/25/2022 5:02:06,Python,Tideman
11/25/2022 6:13:11,C,Filter
11/25/2022 6:14:20,Python,Cash
11/25/2022 7:59:20,C,Readability
11/25/2022 8:18:48,Python,Wordle50
11/25/2022 8:27:57,Python,Wordle50
11/25/2022 8:31:33,Python,Readability
11/25/2022 9:01:34,C,Speller
11/25/2022 10:10:55,Python,Bulbs
11/25/2022 10:28:31,Scratch,Mario
11/25/2022 10:49:20,C,Credit
11/25/2022 12:42:55,Python,DNA
11/25/2022 15:07:47,Python,Filter
11/25/2022 17:29:02,Python,DNA
11/25/2022 20:15:38,C,Scratch
11/26/2022 3:38:09,Scratch,Scratch
11/26/2022 3:59:48,Python,DNA
11/26/2022 5:30:13,Python,Readability
11/26/2022 6:12:31,Python,DNA
11/26/2022 9:39:12,Python,Filter
11/26/2022 12:05:33,Python,DNA
11/26/2022 12:15:02,Python,Mario
11/26/2022 12:27:15,C,Speller
11/26/2022 15:33:03,Python,Readability
11/26/2022 15:42:48,Python,Mario
11/26/2022 15:59:38,Python,Filter
11/26/2022 22:22:29,Python,Filter
11/26/2022 23:37:56,Python,DNA
11/26/2022 23:52:21,Python,Cash
11/27/2022 0:09:50,Python,DNA
11/27/2022 0:18:03,C,Mario
11/27/2022 0:19:46,C,Credit
11/27/2022 0:38:25,Python,Scratch
11/27/2022 1:41:29,Python,Tideman
11/27/2022 2:54:46,Python,Mario
11/27/2022 3:05:11,Python,Caesar
11/27/2022 3:13:15,C,Caesar
11/27/2022 3:44:02,Python,Credit
11/27/2022 4:38:24,Python,Cash
11/27/2022 4:56:22,C,Hello
11/27/2022 8:13:04,Python,Mario
11/27/2022 8:26:00,Python,Caesar
11/27/2022 10:23:38,Scratch,Recover
11/27/2022 10:29:08,C,Filter
11/27/2022 10:52:56,Python,Runoff
11/27/2022 11:06:04,Python,Speller
11/27/2022 20:10:56,Python,Credit
11/27/2022 21:26:51,Python,Tideman
11/28/2022 0:24:58,Python,DNA
11/28/2022 2:03:09,Python,Mario
11/28/2022 2:11:32,Python,Scratch
11/28/2022 2:23:02,Python,Scratch
11/28/2022 8:31:15,C,Filter
11/28/2022 8:37:56,C,Caesar
11/28/2022 8:44:40,C,DNA
11/28/2022 10:19:59,Python,Filter
11/28/2022 10:25:11,Python,Hello
11/28/2022 10:28:39,C,Readability
11/28/2022 11:32:03,Python,Readability
11/28/2022 11:43:46,C,DNA
11/28/2022 12:27:10,Python,Recover
11/28/2022 13:40:36,Python,Mario
11/28/2022 13:51:54,Python,DNA
11/28/2022 16:01:05,Python,Caesar
11/28/2022 17:52:50,Python,Scratch
11/28/2022 17:59:15,Python,Mario
11/28/2022 19:26:57,C,Cash
11/29/2022 0:02:58,Python,Filter
11/29/2022 1:59:56,C,Mario
11/29/2022 2:43:34,Python,Substitution
11/29/2022 5:43:12,Python,Speller
11/29/2022 9:29:10,Scratch,Tideman
11/29/2022 12:12:05,C,DNA
11/29/2022 13:19:57,Python,Scratch
11/29/2022 15:14:23,C,Filter
11/29/2022 17:02:05,Python,Caesar
11/29/2022 17:18:20,Python,Readability
11/29/2022 21:40:21,Python,Credit
11/30/2022 0:47:26,Python,Mario
11/30/2022 4:41:10,Python,Scratch
11/30/2022 10:08:40,Python,Speller
11/30/2022 11:42:51,Scratch,Filter
11/30/2022 11:50:00,Python,Wordle50
11/30/2022 12:28:47,Python,Reverse
11/30/2022 12:50:48,C,Runoff
11/30/2022 16:09:53,Python,Runoff
11/30/2022 18:35:35,C,Mario
11/30/2022 20:48:22,Python,Caesar
11/30/2022 23:55:33,C,DNA
12/1/2022 0:51:11,Python,Runoff
12/1/2022 2:53:52,C,Tideman
12/1/2022 3:11:40,Python,Reverse
12/1/2022 8:26:36,Python,Credit
12/1/2022 9:08:21,C,Mario
12/1/2022 11:02:01,Scratch,Scratch
12/1/2022 12:28:39,C,Mario
12/1/2022 13:58:28,Python,Mario
12/1/2022 14:30:47,Python,Filter
12/1/2022 16:35:09,Python,Readability
12/1/2022 18:15:54,Python,Mario
12/1/2022 19:29:00,Python,Readability
12/1/2022 22:50:39,Python,Mario
12/1/2022 23:24:13,Python,Caesar
12/2/2022 0:59:04,Python,DNA
12/2/2022 5:43:41,Python,Wordle50
12/2/2022 10:28:03,Scratch,Scratch
12/2/2022 10:49:19,Python,Mario
12/2/2022 16:23:30,Python,Substitution
12/2/2022 18:05:01,Python,Wordle50
12/2/2022 18:28:22,Python,Mario
12/3/2022 1:16:21,Python,Wordle50
12/3/2022 8:07:59,C,Mario
12/3/2022 10:57:50,Python,Scratch
12/3/2022 12:28:06,Python,Hello
12/3/2022 13:08:49,Python,Tideman
12/3/2022 21:10:15,Python,Mario
12/3/2022 22:04:20,C,Tideman
12/4/2022 1:06:59,Python,Scratch
12/4/2022 5:14:14,C,Recover
12/4/2022 5:15:19,C,Filter
12/4/2022 5:27:23,C,Filter
12/4/2022 7:57:57,Python,Recover
12/4/2022 8:43:13,Python,Caesar
12/4/2022 10:53:12,Python,Scratch
12/4/2022 11:50:15,Python,Mario
12/4/2022 12:18:36,Python,Credit
12/4/2022 12:42:50,Scratch,Mario
